titulo;url;municipio;uf;categoria;latitude;longitude;tipo_localizacao;localizacao_confirmada;qtd_municipio;qtd_categoria;data
Homem em situação de rua é morto em Águas Claras (DF) após atacar policial;https://noticias.r7.com/brasilia/df-no-ar/video/homem-em-situacao-de-rua-e-morto-em-aguas-claras-df-apos-atacar-policial-24032026/;Não Identificado;NI;Morte;-14.24410019656781;-51.910183650510895;municipio;True;75;199;2026-03-24 14:15:05+00:00
Moradores protestam após homem ser morto em operação policial no RS;https://g1.globo.com/rs/rio-grande-do-sul/noticia/2026/04/15/moradores-protestam-apos-homem-ser-morto-durante-operacao-policial-em-porto-alegre-mulher-com-filho-tambem-foi-atingida.ghtml;Porto;22;Morte;-3.880031705386745;-42.71866712383964;municipio;True;4;199;2026-04-15 00:00:00
"Vídeo mostra morador de rua rendido antes de ser morto por PMs; veja";https://www.terra.com.br/noticias/brasil/policia/video-mostra-morador-de-rua-rendido-antes-de-ser-morto-por-pms-veja,79ad9ce9c80531877dcb52230f91b686s2b41edn.html;Central;29;Morte;-11.131284779890407;-42.11883652762847;municipio;True;23;199;2025-08-05 22:37:47
"Homem é preso suspeito de torturar e matar morador de rua no Zumbi; vítima foi achada amarrada - Policial";https://www.portaldoholanda.com.br/policial/homem-e-preso-suspeito-de-torturar-e-matar-morador-de-rua-no-zumbi-vitima-foi-achada-amarrada;Não Identificado;NI;Outros;-14.220328713080402;-51.930985216978314;municipio;True;75;93;2026-04-16 14:58:33+00:00
Esquartejamento de morador de rua teve sequência brutal, frieza e motivação nebulosa;https://www.correiobraziliense.com.br/cidades-df/2025/04/7103165-esquartejamento-de-morador-de-rua-teve-sequencia-brutal-frieza-e-motivacao-nebulosa.html;Custódia;26;Morte;-8.07086795491259;-37.642856053729126;municipio;True;5;199;2025-04-07 00:00:00
Vídeo mostra PMs fuzilando morador de rua rendido;https://www.correio24horas.com.br/brasil/video-mostra-pms-fuzilando-morador-de-rua-rendido-0825;Natal;24;Morte;-5.787986598100426;-35.19571080277606;municipio;True;3;199;2026-04-16 13:53:01.027494
Crimes contra moradores de rua;https://acervo.oglobo.globo.com/incoming/crimes-contra-moradores-de-rua-22077230;Não Identificado;NI;Outros;-14.243113991271423;-51.90591929164659;municipio;True;75;93;2026-04-16 13:53:01.745454
'Era invisível': últimos momentos do morador de rua morto em padaria do RJ;https://noticias.uol.com.br/cotidiano/ultimas-noticias/2020/12/01/era-invisivel-morador-de-rua-pediu-socorro-antes-de-morrer-em-padaria.htm;Angélica;50;Morte;-22.165376053684774;-53.7593995779674;municipio;True;1;199;2020-12-01 00:00:00
Morador de rua foi achado morto após noite fria em SP;https://jornalcontabil.ig.com.br/noticia/morador-de-rua-foi-achado-morto-apos-noite-fria-em-sp/;Paulista;26;Morte;-7.914380590337815;-34.8641585883946;municipio;True;4;199;2023-05-31 09:23:00+00:00
Morador de rua morto em Águas Claras tinha histórico de agressões;https://www.metropoles.com/distrito-federal/na-mira/morador-de-rua-morto-em-aguas-claras-tinha-historico-de-agressoes;Barra;29;Morte;-11.086685917452513;-43.13242806781125;municipio;True;5;199;2026-04-16 13:53:07.791224
Morador de rua morto por sargento do Exército era “encrenqueiro”, dizem moradores;https://www.campograndenews.com.br/cidades/capital/morador-de-rua-morto-por-sargento-era-encrenqueiro-dizem-moradores;Amambai;50;Morte;-23.108664519362453;-55.21317022916671;municipio;True;1;199;2026-04-16 13:53:08.794091
Polícia identifica morador de rua morto à facada e procura autor;https://idest.com.br/policial/policia-identifica-morador-de-rua-morto-a-facada-e-procura-autor;Central;29;Morte;-11.154849783972715;-42.110776872576295;municipio;True;23;199;2022-12-02 14:14:49
Morador de rua morto - Policial;https://www.portaldoholanda.com.br/policial/morador-de-rua-morto;Não Identificado;NI;Morte;-14.254321710913676;-51.938480565617986;municipio;True;75;199;2014-06-20 01:04:34+00:00
Adolescente é morto por morador de rua no Centro de Florianópolis;https://www.correiosc.com.br/adolescente-e-morto-por-morador-de-rua-no-centro-de-florianopolis/;Custódia;26;Morte;-8.080042802798818;-37.64374312402929;municipio;True;5;199;2023-11-08 13:03:10+00:00
Morador de rua chorou e pôs mão na cabeça antes de ser morto por PMs, mostra vídeo;https://www1.folha.uol.com.br/cotidiano/2025/08/morador-de-rua-chorou-e-pos-mao-na-cabeca-antes-de-ser-morto-por-pms-mostra-video.shtml;Central;29;Morte;-11.130547750397557;-42.119371612263755;municipio;True;23;199;2025-08-05 20:37:00
Perícia não consegue identificar morador de rua morto a pancadas na cabeça em Teixeira de Freitas;https://primeirojornal.com.br/2026/04/15/pericia-nao-consegue-identificar-morador-de-rua-morto-a-pancadas-na-cabeca-em-teixeira-de-freitas/;Teixeira;25;Morte;-7.235684525849637;-37.26069841605042;municipio;True;3;199;2026-04-15 00:00:00
Corpo de morador de rua executado por policiais há 2 meses segue no IML;https://g1.globo.com/sp/sao-paulo/noticia/2025/08/17/corpo-de-morador-de-rua-executado-por-policiais-ha-2-meses-segue-no-iml-familia-nao-tem-dinheiro-para-translado-ate-al.ghtml;Tiros;31;Morte;-19.000434631482154;-45.9581698183106;municipio;True;6;199;2025-08-17 00:00:00
Estado de SP vai ter que pagar pela morte de morador de rua;https://g1.globo.com/sp/sao-paulo/noticia/2025/09/01/justica-responsabiliza-estado-de-sp-por-morte-de-morador-de-rua-cometida-por-pm-e-ordena-custeio-de-traslado.ghtml;Tiros;31;Morte;-18.989022725200197;-45.96580113668;municipio;True;6;199;2025-09-01 00:00:00
Polícia de Goiás usa IA e prende pai e filho por suspeita de matarem morador de rua;https://www1.folha.uol.com.br/cotidiano/2026/04/policia-de-goias-usa-ia-e-prende-pai-e-filho-por-suspeita-de-matarem-morador-de-rua.shtml;Central;29;Morte;-11.134600448601564;-42.12222731055922;municipio;True;23;199;2026-04-12 16:10:00
Policiais militares são presos por morte de morador de rua em São Paulo;https://www.cnnbrasil.com.br/nacional/sudeste/sp/policiais-militares-sao-presos-por-morte-de-morador-de-rua-em-sao-paulo/;Central;29;Outros;-11.129078148214841;-42.10295048493045;municipio;True;23;93;2025-07-23 17:25:49-03:00
Homem com esquizofrenia preso após matar morador de rua e ferir outros três em Campo Grande;https://noticias-do-brasil.news/crime/crime-justica/esquizofrnico-preso-aps-matar-morador-de-rua-em-campo-grande.html;Campo Grande;50;Morte;-20.44759662756289;-54.6237443578513;municipio;True;7;199;2026-04-13 15:46:28-03:00
Homem mata morador de rua e agride mais três no Centro de Campo Grande;https://correiodoestado.com.br/cidades/homem-mata-morador-de-rua-e-agride-mais-tres-no-centro-de-campo-grande/465000/;Campo Grande;50;Morte;-20.466812874215695;-54.64443813856867;municipio;True;7;199;2026-04-16 13:53:22.804679
Morador de rua chorou e colocou mãos na cabeça antes de ser executado por PMs no centro de SP;https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2025/08/07/morador-de-rua-chorou-e-colocou-maos-na-cabeca-antes-de-ser-executado-por-pms-no-centro-de-sp.htm;Central;29;Morte;-11.141353200396567;-42.10963978467571;municipio;True;23;199;2025-08-07 00:00:00
Morador em situação de rua é morto a pauladas no extremo sul da Bahia;https://g1.globo.com/ba/bahia/noticia/2026/04/03/morador-e-morto-na-bahia.ghtml;Teixeira;25;Morte;-7.202863036154821;-37.24687938656315;municipio;True;3;199;2026-04-03 00:00:00
Em dia de forte frio, morador de rua é encontrado morto em Cotia (SP);https://www.cnnbrasil.com.br/nacional/sudeste/sp/em-dia-de-forte-frio-morador-de-rua-e-encontrado-morto-em-cotia-sp/;Carolina;21;Morte;-7.341640666328931;-47.449175083422716;municipio;True;3;199;2025-06-12 10:38:49-03:00
Morador de rua chorou e colocou as mãos na cabeça antes de ser executado por PMs no centro de SP;https://www.estadao.com.br/sao-paulo/morador-de-rua-chorou-e-colocou-as-maos-na-cabeca-antes-de-ser-executado-por-pms-no-centro-de-sp-nprm/;Central;29;Morte;-11.138651709271816;-42.12806489909203;municipio;True;23;199;2026-04-16 13:53:29.389120
Morador de rua é encontrado morto após noite fria em SP;https://agenciabrasil.ebc.com.br/geral/noticia/2023-05/morador-de-rua-e-encontrado-morto-apos-noite-fria-em-sp;Paulista;26;Morte;-7.925050069787418;-34.88033532962429;municipio;True;4;199;2023-05-16 00:00:00
PMs acusados de executar morador responderão por homicídio qualificado;https://agenciabrasil.ebc.com.br/geral/noticia/2025-08/pms-acusados-de-executar-morador-responderao-por-homicidio-qualificado;Pilar;27;Morte;-9.618785163035614;-35.94578519662961;municipio;True;1;199;2025-08-16 00:00:00
Vídeo mostra PMs fuzilando morador de rua rendido no centro de SP;https://www.metropoles.com/sao-paulo/video-mostra-pms-fuzilando-morador-de-rua-rendido-no-centro-de-sp;Registro;35;Morte;-24.487993661443635;-47.85514202267622;municipio;True;3;199;2026-04-16 13:53:34.367447
Morador de rua com histórico criminal é encontrado morto a facadas em São Francisco do Sul;https://sctd.com.br/seguranca/morador-de-rua-com-historico-criminal-e-encontrado-morto-a-facadas-em-sao-francisco-do-sul/;São Francisco;31;Morte;-15.969745474910278;-44.87073518656415;municipio;True;1;199;2026-03-20 11:44:22+00:00
Morador de rua é morto a pedradas no Alecrim, em Natal;https://g1.globo.com/rn/rio-grande-do-norte/noticia/2024/07/09/morador-de-rua-morto-pedradas-alecrim-natal.ghtml;Natal;24;Morte;-5.795230710120019;-35.20183949854696;municipio;True;3;199;2024-07-09 00:00:00
Homem em situação de rua é encontrado morto na noite desta quinta-feira em Porto Alegre;https://www.correiodopovo.com.br/notícias/polícia/homem-em-situação-de-rua-é-encontrado-morto-na-noite-desta-quinta-feira-em-porto-alegre-1.1616089;Alegre;32;Morte;-20.74032960448435;-41.539473344025375;municipio;True;7;199;2026-04-16 13:53:40.042438
Morador em situação de rua é morto e outros dois são atacados em MS;https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2026/04/12/ataque-a-pedradas-mata-morador-em-situacao-de-rua-e-deixa-outros-dois-feridos-em-campo-grande.ghtml;Não Identificado;NI;Morte;-14.216222123487078;-51.9144152695719;municipio;True;75;199;2026-04-12 00:00:00
Morador de rua é morto enquanto dormia em rodoviária no ES;https://www.folhavitoria.com.br/policia/morador-em-situacao-de-rua-e-assassinado-a-facadas-enquanto-dormia-em-rodoviaria-no-es/;Não Identificado;NI;Morte;-14.224402223699549;-51.91248490775491;municipio;True;75;199;2026-04-13 15:15:39+00:00
Vídeo mostra homem matando morador de rua a pedradas em Brasília;https://www.metropoles.com/distrito-federal/na-mira/video-mostra-homem-matando-morador-de-rua-a-pedradas-em-brasilia;Brasília;53;Morte;-15.780674683724342;-47.91615922508059;municipio;True;10;199;2026-04-16 13:53:43.220359
Homenagem ao Morador de rua morto ao salvar refém - Acróstico;https://www.youtube.com/watch?v=vnj2ZV-GDgI;Não Identificado;NI;Morte;-14.240617824910094;-51.94124955547773;municipio;True;75;199;2026-04-16 13:53:44.659428
Polícia usa IA e prende pai e filho por suspeita de matarem morador de rua;https://www.otempo.com.br/brasil/2026/4/12/policia-usa-ia-e-prende-pai-e-filho-por-suspeita-de-matarem-morador-de-rua;Central;29;Morte;-11.13557938050182;-42.10903818038825;municipio;True;23;199;2026-04-12 00:00:00
Instagram;https://www.instagram.com/p/DXE0aS_kUAs/;Não Identificado;NI;Outros;-14.215368069610326;-51.918304683166646;municipio;True;75;93;2026-04-16 13:53:46.673189
Make Your Day;https://www.tiktok.com/@fatos_de_brasilia/video/7620835214100679956;Não Identificado;NI;Outros;-14.224375217530644;-51.941468290049826;municipio;True;75;93;2026-04-16 13:53:48.549726
Canadense achado com ajuda de IA foi enterrado como indigente;https://g1.globo.com/sp/santos-regiao/noticia/2026/03/20/canadense-encontrado-com-ajuda-de-ia-vivia-em-situacao-de-rua-no-brasil-e-foi-enterrado-como-indigente.ghtml;Santos;35;Outros;-23.9504899201177;-46.32489316529504;municipio;True;1;93;2026-03-20 00:00:00
Morador de rua morto por PMs sonhava em ser jogador de futebol;https://www.gazetasp.com.br/policia/morador-de-rua-morto-por-pms-sonhava-em-ser-jogador-de-futebol/1160807/;Tiros;31;Morte;-18.988695761665245;-45.963370239484036;municipio;True;6;199;2026-04-16 13:53:51.215689
PMs que mataram morador de rua não deveriam estar no local, diz agente;https://www.metropoles.com/sao-paulo/pms-que-mataram-morador-de-rua-nao-deveriam-estar-no-local-diz-agente;Registro;35;Morte;-24.508706877852706;-47.83337995240643;municipio;True;3;199;2026-04-16 13:53:52.259680
Vídeo mostra homem matando morador de rua a pedradas próximo ao Conic;https://noticias.r7.com/brasilia/balanco-geral-df/video/video-mostra-homem-matando-morador-de-rua-a-pedradas-proximo-ao-conic-10102024/;Não Identificado;NI;Outros;-14.221021580494133;-51.916377959251726;municipio;True;75;93;2024-10-10 19:16:57+00:00
Morador de rua morre atropelado por carreta na BR-262;https://correiodoestado.com.br/cidades/policia/morador-de-rua-morre-atropelado-por-carreta-na-br-262/465047/;Mato Grosso;25;Morte;-6.545271171310217;-37.743772277754275;municipio;True;2;199;2026-04-16 13:53:56.000963
Estudantes de universidade particular de Belém (PA) atacam morador de rua com arma de choque;https://noticias.r7.com/jr-na-tv/video/estudantes-de-universidade-particular-de-belem-pa-atacam-morador-de-rua-com-arma-de-choque-14042026/;Belém;27;Violência;-9.568861865811519;-36.49487783582651;municipio;True;7;34;2026-04-14 00:11:23+00:00
MSN;https://www.msn.com/pt-br/noticias/videos-de-noticias/morador-de-rua-morre-no-estacionamento-do-estádio-do-corinthians-após-ser-atropelado-por-caminhão-da-tropa-de-choque/ar-AA1UX529;Não Identificado;NI;Outros;-14.21804712492684;-51.924498760856174;municipio;True;75;93;2026-04-16 13:54:05.836391
Morador de rua é baleado em ponto de ônibus e morre no ABC Paulista;https://noticias.r7.com/sao-paulo/morador-de-rua-e-baleado-em-ponto-de-onibus-e-morre-no-abc-paulista-10062019/;Paulista;26;Morte;-7.945205961157401;-34.85717773190238;municipio;True;4;199;2019-06-10 15:31:51+00:00
"Morador em situação de rua morre após atropelamento na Avenida Paralela; veja a reportagem";https://www.alojuca.com.br/noticia/morador-em-situacao-de-rua-morre-apos-atropelamento-na-avenida-paralela-veja-a-reportagem;Não Identificado;NI;Morte;-14.243738950760894;-51.94228441914312;municipio;True;75;199;2026-04-16 13:54:09.527662
Carro cai de viaduto e mata morador de rua no Rio de Janeiro;https://www.metropoles.com/brasil/carro-cai-de-viaduto-e-mata-morador-de-rua-no-rio-de-janeiro;Barreira;23;Morte;-4.293982165366226;-38.65261814291044;municipio;True;1;199;2026-04-16 13:54:10.318927
Morador de rua morre após ser baleado por policial militar, em Taubaté;https://www.cbnvale.com.br/morador-de-rua-morre-apos-ser-baleado-por-policial-militar-em-taubate/;Modelo;42;Morte;-26.7868907687719;-53.03201391495558;municipio;True;1;199;2022-08-30 14:00:29+00:00
Morador de rua é ignorado e agoniza até a morte em bairro nobre do Rio de Janeiro;https://www.pragmatismopolitico.com.br/2020/12/morador-de-rua-padaria-rio-de-janeiro.html;Cássia;31;Morte;-20.588762655545025;-46.928976082038375;municipio;True;1;199;2020-12-01 18:13:31+00:00
Moradora de rua morre atropelada no centro de Belo Horizonte;https://www.em.com.br/gerais/2025/11/7283850-moradora-de-rua-morre-atropelada-no-centro-de-belo-horizonte.html;Belo Horizonte;31;Morte;-19.896563568067297;-43.94362006254714;municipio;True;8;199;2025-11-07 00:00:00
O MORADOR DE RUA MORREU? ENTENDA;https://www.youtube.com/watch?v=GNpshY_BjqI;Não Identificado;NI;Morte;-14.22100705712607;-51.91292319927338;municipio;True;75;199;2026-04-16 13:54:20.047014
Duplo homicídio na Serra de SC: Invasão de casa acaba em tragédia;https://ndmais.com.br/seguranca/invasao-de-residencia-na-acaba-duplo-homicidio-na-serra-sc-e-morte-de-agressor-na-rua/;Lages;42;Morte;-27.834914330148468;-50.31207575876323;municipio;True;1;199;2026-04-15 09:40:39-03:00
Homem invade residência, entra em luta corporal com morador e ambos acabam mortos;https://www.oestemais.com/policia/2026/04/15/homem-invade-residencia-entra-em-luta-corporal-com-morador-e-ambos-acabam-mortos/;Não Identificado;NI;Morte;-14.24258211773415;-51.93894183688692;municipio;True;75;199;2026-04-15 00:00:00
Um morador de rua morto e dois gravemente feridos na área central da cidade;https://tempoms.com.br/policia/um-morador-de-rua-morto-e-dois-gravemente-feridos-na-area-central-da-cidade/;Campo Grande;50;Morte;-20.450093595035547;-54.61330948827131;municipio;True;7;199;2026-04-12 18:10:12+00:00
